canonical_id,claim_class,assertion_type,mathematical_maturity,external_evidence_maturity,replication_status,final_disposition,source_anchor_count,failed_audits,claim_ceiling
NFC-b515ed9684bd9d8a,INTERPRETATION_OR_FRAMEWORK_CLAIM,INTERPRETIVE,M0,E0,NOT_APPLICABLE,RETAINED_AS_HEURISTIC,1,,"Heuristic or framework-internal reading only; no theorem, causal or external-truth wording."
NFC-b5199af99f74ccb8,UNRESOLVED_CLAIM,UNRESOLVED,M0,E0,NO_REPLICATION_CLAIMED,QUARANTINED_AMBIGUOUS,1,definition_audit;internal_external_audit;evidence_audit,Unresolved historical or current claim candidate; it cannot appear as current knowledge.
NFC-b5228cc77b77b055,UNRESOLVED_CLAIM,UNRESOLVED,M0,E0,NO_REPLICATION_CLAIMED,QUARANTINED_AMBIGUOUS,1,definition_audit,Unresolved historical or current claim candidate; it cannot appear as current knowledge.
NFC-b5285d2b1aa5b036,UNRESOLVED_CLAIM,UNRESOLVED,M0,E0,NO_REPLICATION_CLAIMED,QUARANTINED_AMBIGUOUS,1,definition_audit,Unresolved historical or current claim candidate; it cannot appear as current knowledge.
NFC-b528c01116003f29,UNRESOLVED_CLAIM,UNRESOLVED,M0,E0,NO_REPLICATION_CLAIMED,QUARANTINED_AMBIGUOUS,9,definition_audit,Unresolved historical or current claim candidate; it cannot appear as current knowledge.
NFC-b52b6c3b4bed6a8f,CROSS_DOMAIN_CORRESPONDENCE,INTERPRETIVE,M0,E1,NOT_APPLICABLE,HISTORICAL_ONLY,1,,Historical source wording only; it is not a current repository endorsement.
NFC-b5302a823e105146,EMPIRICAL_OR_LITERATURE_CLAIM,EMPIRICAL,M0,E1,NO_REPLICATION_CLAIMED,HISTORICAL_ONLY,1,evidence_audit,Historical source wording only; it is not a current repository endorsement.
NFC-b531f563d235068b,THEOREM_OR_MATHEMATICAL_CLAIM,MATHEMATICAL,M1,E1,NOT_APPLICABLE,HISTORICAL_ONLY,1,proof_audit,Historical source wording only; it is not a current repository endorsement.
NFC-b532154278788913,CROSS_DOMAIN_CORRESPONDENCE,INTERPRETIVE,M0,E0,NOT_APPLICABLE,RETAINED_AS_STRUCTURAL_METAPHOR,1,internal_external_audit;evidence_audit,"Analogy or structural metaphor only; no homomorphism, isomorphism or causal identity is established."
NFC-b533f0071e3a27e0,THEOREM_OR_MATHEMATICAL_CLAIM,MATHEMATICAL,M1,E1,NOT_APPLICABLE,HISTORICAL_ONLY,1,proof_audit,Historical source wording only; it is not a current repository endorsement.
NFC-b537795638d9b678,THEOREM_OR_MATHEMATICAL_CLAIM,MATHEMATICAL,M1,E0,NOT_APPLICABLE,PENDING_PROOF,1,proof_audit,Candidate mathematical statement only; no theorem or proved-result wording until a scoped proof passes review.
NFC-b5415d7444ede178,MECHANISM_OR_CAUSAL_CLAIM,EMPIRICAL,M0,E0,NO_REPLICATION_CLAIMED,PENDING_EMPIRICAL_TEST,1,internal_external_audit;evidence_audit,"Testable candidate only; no causal, predictive or established-fact wording until evidence and replication obligations are met."
NFC-b550cc1999e83780,EMPIRICAL_OR_LITERATURE_CLAIM,EMPIRICAL,M0,E0,NO_REPLICATION_CLAIMED,ACCEPTED_AS_DEFINITION,1,evidence_audit,"May be stated only as a repository definition, policy, status record or explicitly scoped convention; it is not external truth."
NFC-b552db05e15ef752,MECHANISM_OR_CAUSAL_CLAIM,EMPIRICAL,M0,E0,NO_REPLICATION_CLAIMED,PENDING_EMPIRICAL_TEST,1,internal_external_audit;evidence_audit,"Testable candidate only; no causal, predictive or established-fact wording until evidence and replication obligations are met."
NFC-b558b06ef5757ec8,MECHANISM_OR_CAUSAL_CLAIM,EMPIRICAL,M0,E1,NO_REPLICATION_CLAIMED,HISTORICAL_ONLY,2,evidence_audit,Historical source wording only; it is not a current repository endorsement.
NFC-b5590a6291223b81,CROSS_DOMAIN_CORRESPONDENCE,INTERPRETIVE,M0,E1,NOT_APPLICABLE,HISTORICAL_ONLY,1,cross_domain_audit,Historical source wording only; it is not a current repository endorsement.
NFC-b55abd9637e87a8a,THEOREM_OR_MATHEMATICAL_CLAIM,MATHEMATICAL,M1,E1,NOT_APPLICABLE,HISTORICAL_ONLY,1,proof_audit,Historical source wording only; it is not a current repository endorsement.
NFC-b55b291f08123be7,THEOREM_OR_MATHEMATICAL_CLAIM,MATHEMATICAL,M1,E0,NOT_APPLICABLE,PENDING_PROOF,1,proof_audit,Candidate mathematical statement only; no theorem or proved-result wording until a scoped proof passes review.
NFC-b55c30812e7a119e,UNRESOLVED_CLAIM,UNRESOLVED,M0,E0,NO_REPLICATION_CLAIMED,QUARANTINED_AMBIGUOUS,2,definition_audit,Unresolved historical or current claim candidate; it cannot appear as current knowledge.
NFC-b55d616c34092c32,IMPOSSIBILITY_OR_UNIVERSAL_CLAIM,UNRESOLVED,M0,E0,NO_REPLICATION_CLAIMED,QUARANTINED_AMBIGUOUS,1,,Unresolved historical or current claim candidate; it cannot appear as current knowledge.
NFC-b560cbf053c752dc,MECHANISM_OR_CAUSAL_CLAIM,EMPIRICAL,M0,E1,NO_REPLICATION_CLAIMED,HISTORICAL_ONLY,1,evidence_audit,Historical source wording only; it is not a current repository endorsement.
NFC-b561c59c095f5f4e,UNRESOLVED_CLAIM,UNRESOLVED,M0,E0,NO_REPLICATION_CLAIMED,QUARANTINED_AMBIGUOUS,1,definition_audit,Unresolved historical or current claim candidate; it cannot appear as current knowledge.
NFC-b56558ba953ae499,EMPIRICAL_OR_LITERATURE_CLAIM,EMPIRICAL,M0,E0,NO_REPLICATION_CLAIMED,PENDING_LITERATURE_ADJUDICATION,1,internal_external_audit;evidence_audit,"Source or literature-dependent assertion only; support, novelty and exact scope remain unadjudicated."
NFC-b566921da30efc16,CROSS_DOMAIN_CORRESPONDENCE,INTERPRETIVE,M0,E0,NOT_APPLICABLE,RETAINED_AS_STRUCTURAL_METAPHOR,1,cross_domain_audit,"Analogy or structural metaphor only; no homomorphism, isomorphism or causal identity is established."
NFC-b56fdeaf23e08bfe,THEOREM_OR_MATHEMATICAL_CLAIM,MATHEMATICAL,M1,E0,NOT_APPLICABLE,PENDING_PROOF,1,proof_audit;internal_external_audit;evidence_audit,Candidate mathematical statement only; no theorem or proved-result wording until a scoped proof passes review.
NFC-b572ecbfbf88d1b6,ONTOLOGICAL_OR_METAPHYSICAL_CLAIM,METAPHYSICAL,M0,E0,NO_REPLICATION_CLAIMED,RETAINED_AS_RESEARCH_HYPOTHESIS,2,internal_external_audit;evidence_audit,Open research hypothesis only; external truth and novelty remain unestablished.
NFC-b57846370cabc087,THEOREM_OR_MATHEMATICAL_CLAIM,MATHEMATICAL,M1,E0,NOT_APPLICABLE,ACCEPTED_AS_DEFINITION,1,proof_audit,"May be stated only as a repository definition, policy, status record or explicitly scoped convention; it is not external truth."
NFC-b57931d02595344e,EMPIRICAL_OR_LITERATURE_CLAIM,EMPIRICAL,M0,E0,NO_REPLICATION_CLAIMED,PENDING_LITERATURE_ADJUDICATION,1,internal_external_audit;evidence_audit,"Source or literature-dependent assertion only; support, novelty and exact scope remain unadjudicated."
NFC-b57cfe35ab86c942,UNRESOLVED_CLAIM,UNRESOLVED,M0,E0,NO_REPLICATION_CLAIMED,QUARANTINED_AMBIGUOUS,1,definition_audit,Unresolved historical or current claim candidate; it cannot appear as current knowledge.
NFC-b58180e9e843682f,CROSS_DOMAIN_CORRESPONDENCE,INTERPRETIVE,M0,E0,NOT_APPLICABLE,ACCEPTED_AS_DEFINITION,1,,"May be stated only as a repository definition, policy, status record or explicitly scoped convention; it is not external truth."
NFC-b585ac563b5a3d26,PREDICTION_OR_FORECAST,EMPIRICAL,M0,E1,NO_REPLICATION_CLAIMED,HISTORICAL_ONLY,1,evidence_audit;prediction_audit,Historical source wording only; it is not a current repository endorsement.
NFC-b5876a4aa3ad8a00,IMPOSSIBILITY_OR_UNIVERSAL_CLAIM,UNRESOLVED,M0,E0,NO_REPLICATION_CLAIMED,QUARANTINED_AMBIGUOUS,2,quantifier_audit,Unresolved historical or current claim candidate; it cannot appear as current knowledge.
NFC-b5893d2473599543,UNRESOLVED_CLAIM,UNRESOLVED,M0,E0,NO_REPLICATION_CLAIMED,ACCEPTED_AS_DEFINITION,1,,"May be stated only as a repository definition, policy, status record or explicitly scoped convention; it is not external truth."
NFC-b589848801fc714d,THEOREM_OR_MATHEMATICAL_CLAIM,MATHEMATICAL,M1,E1,NOT_APPLICABLE,HISTORICAL_ONLY,1,proof_audit,Historical source wording only; it is not a current repository endorsement.
NFC-b58bf659ea7385c7,UNRESOLVED_CLAIM,UNRESOLVED,M0,E1,NO_REPLICATION_CLAIMED,HISTORICAL_ONLY,1,definition_audit;evidence_audit,Historical source wording only; it is not a current repository endorsement.
NFC-b597f6c6f6e6a0d0,NORMATIVE_OR_GOVERNANCE_CLAIM,NORMATIVE,M0,E1,NOT_APPLICABLE,HISTORICAL_ONLY,1,,Historical source wording only; it is not a current repository endorsement.
NFC-b59825cc5bd04797,ONTOLOGICAL_OR_METAPHYSICAL_CLAIM,METAPHYSICAL,M0,E0,NO_REPLICATION_CLAIMED,RETAINED_AS_RESEARCH_HYPOTHESIS,1,internal_external_audit;evidence_audit,Open research hypothesis only; external truth and novelty remain unestablished.
NFC-b59b99651e359e29,UNRESOLVED_CLAIM,UNRESOLVED,M0,E1,NO_REPLICATION_CLAIMED,HISTORICAL_ONLY,1,definition_audit,Historical source wording only; it is not a current repository endorsement.
NFC-b59d6c1282c99f09,UNRESOLVED_CLAIM,UNRESOLVED,M0,E0,NO_REPLICATION_CLAIMED,QUARANTINED_AMBIGUOUS,1,definition_audit,Unresolved historical or current claim candidate; it cannot appear as current knowledge.
NFC-b5a7f4bfe52dbb1d,UNRESOLVED_CLAIM,UNRESOLVED,M0,E0,NO_REPLICATION_CLAIMED,QUARANTINED_AMBIGUOUS,12,definition_audit,Unresolved historical or current claim candidate; it cannot appear as current knowledge.
NFC-b5ac50f386699b6e,MECHANISM_OR_CAUSAL_CLAIM,EMPIRICAL,M0,E0,NO_REPLICATION_CLAIMED,PENDING_EMPIRICAL_TEST,1,internal_external_audit;evidence_audit,"Testable candidate only; no causal, predictive or established-fact wording until evidence and replication obligations are met."
NFC-b5ac76af3fc8a658,EMPIRICAL_OR_LITERATURE_CLAIM,EMPIRICAL,M0,E0,NO_REPLICATION_CLAIMED,PENDING_LITERATURE_ADJUDICATION,1,internal_external_audit;evidence_audit,"Source or literature-dependent assertion only; support, novelty and exact scope remain unadjudicated."
NFC-b5ae01fdad54165f,UNRESOLVED_CLAIM,UNRESOLVED,M0,E1,NO_REPLICATION_CLAIMED,HISTORICAL_ONLY,4,definition_audit,Historical source wording only; it is not a current repository endorsement.
NFC-b5b16104a9dffeb1,THEOREM_OR_MATHEMATICAL_CLAIM,MATHEMATICAL,M1,E0,NOT_APPLICABLE,ACCEPTED_AS_DEFINITION,1,proof_audit;evidence_audit,"May be stated only as a repository definition, policy, status record or explicitly scoped convention; it is not external truth."
NFC-b5b32bb5503226c6,MECHANISM_OR_CAUSAL_CLAIM,EMPIRICAL,M0,E0,NO_REPLICATION_CLAIMED,PENDING_EMPIRICAL_TEST,1,internal_external_audit;evidence_audit,"Testable candidate only; no causal, predictive or established-fact wording until evidence and replication obligations are met."
NFC-b5bcf5002b41c4e1,NORMATIVE_OR_GOVERNANCE_CLAIM,NORMATIVE,M0,E0,NOT_APPLICABLE,ACCEPTED_AS_DEFINITION,1,,"May be stated only as a repository definition, policy, status record or explicitly scoped convention; it is not external truth."
NFC-b5c2385cb549ede2,ONTOLOGICAL_OR_METAPHYSICAL_CLAIM,METAPHYSICAL,M0,E0,NO_REPLICATION_CLAIMED,RETAINED_AS_RESEARCH_HYPOTHESIS,3,internal_external_audit;evidence_audit,Open research hypothesis only; external truth and novelty remain unestablished.
NFC-b5c2d6f7aed031ba,UNRESOLVED_CLAIM,UNRESOLVED,M0,E1,NO_REPLICATION_CLAIMED,HISTORICAL_ONLY,1,definition_audit,Historical source wording only; it is not a current repository endorsement.
NFC-b5c4892c987a606a,UNRESOLVED_CLAIM,UNRESOLVED,M0,E1,NO_REPLICATION_CLAIMED,HISTORICAL_ONLY,1,definition_audit,Historical source wording only; it is not a current repository endorsement.
NFC-b5c922cab7eb8fad,THEOREM_OR_MATHEMATICAL_CLAIM,MATHEMATICAL,M1,E0,NOT_APPLICABLE,ACCEPTED_AS_DEFINITION,1,proof_audit,"May be stated only as a repository definition, policy, status record or explicitly scoped convention; it is not external truth."
NFC-b5c9aecaa104f997,EMPIRICAL_OR_LITERATURE_CLAIM,EMPIRICAL,M0,E0,NO_REPLICATION_CLAIMED,ACCEPTED_AS_DEFINITION,1,evidence_audit,"May be stated only as a repository definition, policy, status record or explicitly scoped convention; it is not external truth."
NFC-b5cc5516c32696ee,MECHANISM_OR_CAUSAL_CLAIM,EMPIRICAL,M0,E0,NO_REPLICATION_CLAIMED,PENDING_EMPIRICAL_TEST,1,internal_external_audit;evidence_audit,"Testable candidate only; no causal, predictive or established-fact wording until evidence and replication obligations are met."
NFC-b5cc60a4add9c185,MECHANISM_OR_CAUSAL_CLAIM,EMPIRICAL,M0,E0,NO_REPLICATION_CLAIMED,PENDING_EMPIRICAL_TEST,1,internal_external_audit;evidence_audit,"Testable candidate only; no causal, predictive or established-fact wording until evidence and replication obligations are met."
NFC-b5d00f6f704da899,ONTOLOGICAL_OR_METAPHYSICAL_CLAIM,METAPHYSICAL,M0,E1,NO_REPLICATION_CLAIMED,HISTORICAL_ONLY,2,quantifier_audit;evidence_audit,Historical source wording only; it is not a current repository endorsement.
NFC-b5d1c06baef2bfdc,THEOREM_OR_MATHEMATICAL_CLAIM,MATHEMATICAL,M1,E0,NOT_APPLICABLE,PENDING_PROOF,1,proof_audit,Candidate mathematical statement only; no theorem or proved-result wording until a scoped proof passes review.
NFC-b5d277cc45946f6a,MECHANISM_OR_CAUSAL_CLAIM,EMPIRICAL,M0,E0,NO_REPLICATION_CLAIMED,PENDING_EMPIRICAL_TEST,1,quantifier_audit;internal_external_audit;evidence_audit,"Testable candidate only; no causal, predictive or established-fact wording until evidence and replication obligations are met."
NFC-b5dbfe1062e3b86d,UNRESOLVED_CLAIM,UNRESOLVED,M0,E1,NO_REPLICATION_CLAIMED,HISTORICAL_ONLY,1,definition_audit,Historical source wording only; it is not a current repository endorsement.
NFC-b5e2b8b9decf75b5,UNRESOLVED_CLAIM,UNRESOLVED,M0,E1,NO_REPLICATION_CLAIMED,HISTORICAL_ONLY,1,definition_audit,Historical source wording only; it is not a current repository endorsement.
NFC-b5e2f51ab9cc3160,UNRESOLVED_CLAIM,UNRESOLVED,M0,E1,NO_REPLICATION_CLAIMED,HISTORICAL_ONLY,1,definition_audit,Historical source wording only; it is not a current repository endorsement.
NFC-b5ea519fc98b411f,UNRESOLVED_CLAIM,UNRESOLVED,M0,E0,NO_REPLICATION_CLAIMED,ACCEPTED_AS_DEFINITION,1,evidence_audit,"May be stated only as a repository definition, policy, status record or explicitly scoped convention; it is not external truth."
NFC-b5ecb479355c86f1,UNRESOLVED_CLAIM,UNRESOLVED,M0,E1,NO_REPLICATION_CLAIMED,HISTORICAL_ONLY,1,definition_audit;evidence_audit,Historical source wording only; it is not a current repository endorsement.
NFC-b5f20445b97e3a7d,CROSS_DOMAIN_CORRESPONDENCE,INTERPRETIVE,M0,E0,NOT_APPLICABLE,ACCEPTED_AS_DEFINITION,1,,"May be stated only as a repository definition, policy, status record or explicitly scoped convention; it is not external truth."
NFC-b5f2e24cd8ce15c1,UNRESOLVED_CLAIM,UNRESOLVED,M0,E0,NO_REPLICATION_CLAIMED,QUARANTINED_AMBIGUOUS,1,definition_audit,Unresolved historical or current claim candidate; it cannot appear as current knowledge.
NFC-b5f36a23e61b2a89,DESCRIPTIVE_REPOSITORY_CLAIM,DESCRIPTIVE,M0,E0,NOT_APPLICABLE,ACCEPTED_AS_DEFINITION,1,,"May be stated only as a repository definition, policy, status record or explicitly scoped convention; it is not external truth."
NFC-b5f5996d28144595,CROSS_DOMAIN_CORRESPONDENCE,INTERPRETIVE,M0,E0,NOT_APPLICABLE,RETAINED_AS_STRUCTURAL_METAPHOR,1,,"Analogy or structural metaphor only; no homomorphism, isomorphism or causal identity is established."
NFC-b5f6cd106a08efba,UNRESOLVED_CLAIM,UNRESOLVED,M0,E1,NO_REPLICATION_CLAIMED,HISTORICAL_ONLY,1,definition_audit,Historical source wording only; it is not a current repository endorsement.
NFC-b5fca1c00f2499aa,MECHANISM_OR_CAUSAL_CLAIM,EMPIRICAL,M0,E0,NO_REPLICATION_CLAIMED,ACCEPTED_AS_DEFINITION,1,evidence_audit,"May be stated only as a repository definition, policy, status record or explicitly scoped convention; it is not external truth."
NFC-b5fdad51edea2ecf,THEOREM_OR_MATHEMATICAL_CLAIM,MATHEMATICAL,M1,E0,NOT_APPLICABLE,PENDING_PROOF,1,proof_audit,Candidate mathematical statement only; no theorem or proved-result wording until a scoped proof passes review.
NFC-b603544a5a56e0e6,EMPIRICAL_OR_LITERATURE_CLAIM,EMPIRICAL,M0,E0,NO_REPLICATION_CLAIMED,PENDING_LITERATURE_ADJUDICATION,1,evidence_audit,"Source or literature-dependent assertion only; support, novelty and exact scope remain unadjudicated."
NFC-b60667d2f9233dd5,UNRESOLVED_CLAIM,UNRESOLVED,M0,E1,NO_REPLICATION_CLAIMED,HISTORICAL_ONLY,1,definition_audit,Historical source wording only; it is not a current repository endorsement.
NFC-b60ac4f646168901,INTERPRETATION_OR_FRAMEWORK_CLAIM,INTERPRETIVE,M0,E0,NOT_APPLICABLE,RETAINED_AS_HEURISTIC,4,internal_external_audit;evidence_audit,"Heuristic or framework-internal reading only; no theorem, causal or external-truth wording."
NFC-b60bf8660c1b900b,UNRESOLVED_CLAIM,UNRESOLVED,M0,E0,NO_REPLICATION_CLAIMED,ACCEPTED_AS_DEFINITION,1,,"May be stated only as a repository definition, policy, status record or explicitly scoped convention; it is not external truth."
NFC-b61130201c245a7c,EMPIRICAL_OR_LITERATURE_CLAIM,EMPIRICAL,M0,E0,NO_REPLICATION_CLAIMED,ACCEPTED_AS_DEFINITION,1,evidence_audit,"May be stated only as a repository definition, policy, status record or explicitly scoped convention; it is not external truth."
NFC-b611aa8135ee34a3,MECHANISM_OR_CAUSAL_CLAIM,EMPIRICAL,M0,E0,NO_REPLICATION_CLAIMED,ACCEPTED_AS_DEFINITION,1,evidence_audit,"May be stated only as a repository definition, policy, status record or explicitly scoped convention; it is not external truth."
NFC-b61f969f5b8de2ef,UNRESOLVED_CLAIM,UNRESOLVED,M0,E1,NO_REPLICATION_CLAIMED,HISTORICAL_ONLY,1,definition_audit,Historical source wording only; it is not a current repository endorsement.
NFC-b6273e4c0e0cc7b6,UNRESOLVED_CLAIM,UNRESOLVED,M0,E1,NO_REPLICATION_CLAIMED,HISTORICAL_ONLY,1,definition_audit,Historical source wording only; it is not a current repository endorsement.
NFC-b62b0f468c7098aa,UNRESOLVED_CLAIM,UNRESOLVED,M0,E1,NO_REPLICATION_CLAIMED,HISTORICAL_ONLY,1,definition_audit,Historical source wording only; it is not a current repository endorsement.
NFC-b62c8c01fbf82bce,EMPIRICAL_OR_LITERATURE_CLAIM,EMPIRICAL,M0,E0,NO_REPLICATION_CLAIMED,PENDING_LITERATURE_ADJUDICATION,1,internal_external_audit;evidence_audit,"Source or literature-dependent assertion only; support, novelty and exact scope remain unadjudicated."
NFC-b631e2c9e76b0981,MECHANISM_OR_CAUSAL_CLAIM,EMPIRICAL,M0,E0,NO_REPLICATION_CLAIMED,PENDING_EMPIRICAL_TEST,1,internal_external_audit;evidence_audit,"Testable candidate only; no causal, predictive or established-fact wording until evidence and replication obligations are met."
NFC-b63761c4324735a4,NORMATIVE_OR_GOVERNANCE_CLAIM,NORMATIVE,M0,E0,NOT_APPLICABLE,ACCEPTED_AS_DEFINITION,1,,"May be stated only as a repository definition, policy, status record or explicitly scoped convention; it is not external truth."
NFC-b63780c5b7524601,UNRESOLVED_CLAIM,UNRESOLVED,M0,E0,NO_REPLICATION_CLAIMED,ACCEPTED_AS_DEFINITION,2,,"May be stated only as a repository definition, policy, status record or explicitly scoped convention; it is not external truth."
NFC-b638309f4040f880,CROSS_DOMAIN_CORRESPONDENCE,INTERPRETIVE,M0,E1,NOT_APPLICABLE,HISTORICAL_ONLY,1,cross_domain_audit,Historical source wording only; it is not a current repository endorsement.
NFC-b639f376f2554087,ONTOLOGICAL_OR_METAPHYSICAL_CLAIM,METAPHYSICAL,M0,E0,NO_REPLICATION_CLAIMED,ACCEPTED_AS_DEFINITION,1,evidence_audit,"May be stated only as a repository definition, policy, status record or explicitly scoped convention; it is not external truth."
NFC-b63ab84b8501ddba,MECHANISM_OR_CAUSAL_CLAIM,EMPIRICAL,M0,E0,NO_REPLICATION_CLAIMED,PENDING_EMPIRICAL_TEST,1,internal_external_audit;evidence_audit,"Testable candidate only; no causal, predictive or established-fact wording until evidence and replication obligations are met."
NFC-b64a16d22bdfa3cf,ONTOLOGICAL_OR_METAPHYSICAL_CLAIM,METAPHYSICAL,M0,E1,NO_REPLICATION_CLAIMED,HISTORICAL_ONLY,1,evidence_audit,Historical source wording only; it is not a current repository endorsement.
NFC-b64a7dfe08507b5c,UNRESOLVED_CLAIM,UNRESOLVED,M0,E0,NO_REPLICATION_CLAIMED,QUARANTINED_AMBIGUOUS,1,definition_audit,Unresolved historical or current claim candidate; it cannot appear as current knowledge.
NFC-b64b4a3a21b558b1,UNRESOLVED_CLAIM,UNRESOLVED,M0,E0,NO_REPLICATION_CLAIMED,QUARANTINED_AMBIGUOUS,1,definition_audit;internal_external_audit;evidence_audit,Unresolved historical or current claim candidate; it cannot appear as current knowledge.
NFC-b64f3f9148951d99,MECHANISM_OR_CAUSAL_CLAIM,EMPIRICAL,M0,E1,NO_REPLICATION_CLAIMED,HISTORICAL_ONLY,1,evidence_audit,Historical source wording only; it is not a current repository endorsement.
NFC-b65faeddbdf833a7,DESCRIPTIVE_REPOSITORY_CLAIM,DESCRIPTIVE,M0,E1,NOT_APPLICABLE,HISTORICAL_ONLY,1,,Historical source wording only; it is not a current repository endorsement.
NFC-b6642acec2e54118,UNRESOLVED_CLAIM,UNRESOLVED,M0,E0,NO_REPLICATION_CLAIMED,QUARANTINED_AMBIGUOUS,1,definition_audit,Unresolved historical or current claim candidate; it cannot appear as current knowledge.
NFC-b6681cf731203727,CROSS_DOMAIN_CORRESPONDENCE,INTERPRETIVE,M0,E0,NOT_APPLICABLE,RETAINED_AS_STRUCTURAL_METAPHOR,1,quantifier_audit;internal_external_audit;evidence_audit,"Analogy or structural metaphor only; no homomorphism, isomorphism or causal identity is established."
NFC-b6691b1c8d3e603a,THEOREM_OR_MATHEMATICAL_CLAIM,MATHEMATICAL,M1,E0,NOT_APPLICABLE,PENDING_PROOF,1,proof_audit,Candidate mathematical statement only; no theorem or proved-result wording until a scoped proof passes review.
NFC-b6704f544bdd8890,LAW_OR_PRINCIPLE_CLAIM,UNRESOLVED,M0,E1,NO_REPLICATION_CLAIMED,HISTORICAL_ONLY,1,proof_audit,Historical source wording only; it is not a current repository endorsement.
NFC-b6728d0d37668f38,EMPIRICAL_OR_LITERATURE_CLAIM,EMPIRICAL,M0,E0,NO_REPLICATION_CLAIMED,PENDING_LITERATURE_ADJUDICATION,1,internal_external_audit;evidence_audit,"Source or literature-dependent assertion only; support, novelty and exact scope remain unadjudicated."
NFC-b67310cf6bd297b8,CROSS_DOMAIN_CORRESPONDENCE,INTERPRETIVE,M0,E1,NOT_APPLICABLE,HISTORICAL_ONLY,1,,Historical source wording only; it is not a current repository endorsement.
NFC-b6764c608161478c,UNRESOLVED_CLAIM,UNRESOLVED,M0,E1,NO_REPLICATION_CLAIMED,HISTORICAL_ONLY,2,definition_audit,Historical source wording only; it is not a current repository endorsement.
NFC-b67e42cfbeab4c16,THEOREM_OR_MATHEMATICAL_CLAIM,MATHEMATICAL,M1,E0,NOT_APPLICABLE,ACCEPTED_AS_DEFINITION,2,proof_audit,"May be stated only as a repository definition, policy, status record or explicitly scoped convention; it is not external truth."
NFC-b67e70ac4c9e15b9,CROSS_DOMAIN_CORRESPONDENCE,INTERPRETIVE,M0,E0,NOT_APPLICABLE,ACCEPTED_AS_DEFINITION,1,evidence_audit,"May be stated only as a repository definition, policy, status record or explicitly scoped convention; it is not external truth."
NFC-b68251e964fa97a0,UNRESOLVED_CLAIM,UNRESOLVED,M0,E0,NO_REPLICATION_CLAIMED,QUARANTINED_AMBIGUOUS,1,definition_audit,Unresolved historical or current claim candidate; it cannot appear as current knowledge.
NFC-b6840e89d56b7668,THEOREM_OR_MATHEMATICAL_CLAIM,MATHEMATICAL,M1,E0,NOT_APPLICABLE,ACCEPTED_AS_DEFINITION,1,proof_audit;evidence_audit,"May be stated only as a repository definition, policy, status record or explicitly scoped convention; it is not external truth."
NFC-b68991b216ed01d7,UNRESOLVED_CLAIM,UNRESOLVED,M0,E1,NO_REPLICATION_CLAIMED,HISTORICAL_ONLY,1,definition_audit,Historical source wording only; it is not a current repository endorsement.
NFC-b69c2a4eefbaa2da,CROSS_DOMAIN_CORRESPONDENCE,INTERPRETIVE,M0,E1,NOT_APPLICABLE,HISTORICAL_ONLY,1,,Historical source wording only; it is not a current repository endorsement.
NFC-b69eefb88907a921,UNRESOLVED_CLAIM,UNRESOLVED,M0,E0,NO_REPLICATION_CLAIMED,QUARANTINED_AMBIGUOUS,1,definition_audit;internal_external_audit;evidence_audit,Unresolved historical or current claim candidate; it cannot appear as current knowledge.
NFC-b6a32a782ddcf3a3,UNRESOLVED_CLAIM,UNRESOLVED,M0,E0,NO_REPLICATION_CLAIMED,QUARANTINED_AMBIGUOUS,1,definition_audit,Unresolved historical or current claim candidate; it cannot appear as current knowledge.
NFC-b6a352ec95603312,UNRESOLVED_CLAIM,UNRESOLVED,M0,E0,NO_REPLICATION_CLAIMED,QUARANTINED_AMBIGUOUS,1,definition_audit,Unresolved historical or current claim candidate; it cannot appear as current knowledge.
NFC-b6a6bdabfa0784d0,CROSS_DOMAIN_CORRESPONDENCE,INTERPRETIVE,M0,E1,NOT_APPLICABLE,HISTORICAL_ONLY,1,evidence_audit,Historical source wording only; it is not a current repository endorsement.
NFC-b6aa12b0e1ecefe5,MECHANISM_OR_CAUSAL_CLAIM,EMPIRICAL,M0,E0,NO_REPLICATION_CLAIMED,PENDING_EMPIRICAL_TEST,1,internal_external_audit;evidence_audit,"Testable candidate only; no causal, predictive or established-fact wording until evidence and replication obligations are met."
NFC-b6aa8445feb589b4,CROSS_DOMAIN_CORRESPONDENCE,INTERPRETIVE,M0,E0,NOT_APPLICABLE,RETAINED_AS_STRUCTURAL_METAPHOR,1,cross_domain_audit,"Analogy or structural metaphor only; no homomorphism, isomorphism or causal identity is established."
NFC-b6abc10e1358dfdd,DESCRIPTIVE_REPOSITORY_CLAIM,DESCRIPTIVE,M0,E1,NOT_APPLICABLE,HISTORICAL_ONLY,1,evidence_audit,Historical source wording only; it is not a current repository endorsement.
NFC-b6ace5bcfff293f9,MECHANISM_OR_CAUSAL_CLAIM,EMPIRICAL,M0,E0,NO_REPLICATION_CLAIMED,ACCEPTED_AS_DEFINITION,1,evidence_audit,"May be stated only as a repository definition, policy, status record or explicitly scoped convention; it is not external truth."
NFC-b6af559ccd666945,UNRESOLVED_CLAIM,UNRESOLVED,M0,E0,NO_REPLICATION_CLAIMED,QUARANTINED_AMBIGUOUS,1,definition_audit,Unresolved historical or current claim candidate; it cannot appear as current knowledge.
NFC-b6b34cc726dd417f,UNRESOLVED_CLAIM,UNRESOLVED,M0,E0,NO_REPLICATION_CLAIMED,QUARANTINED_AMBIGUOUS,1,definition_audit,Unresolved historical or current claim candidate; it cannot appear as current knowledge.
